Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Frequency (Hz),Amplitude (Oe),M-DC (emu),M-Std.Dev. (emu),M' (emu),M'' (emu),Moment (emu),Phase (deg),Calcoil' (emu),Calcoil'' (emu),Calcoil (emu),CC Phase (deg),Count,Gain,Measure Type,Elapsed (sec),Sample Center (cm),Max.Signal (V),PPMS Status (code),DSP Status (code),Min.Temperature (K),Max.Temperature (K),Min.Field (Oe),Max.Field (Oe),DC Position (cm),PPMS Temperature (K),PPMS Position,Bridge 1 Resistance (ohms),Bridge 1 Excitation (uA),Bridge 2 Resistance (ohms),Bridge 2 Excitation (uA),Bridge 3 Resistance (ohms),Bridge 3 Excitation (uA),Bridge 4 Resistance (ohms),Bridge 4 Excitation (uA),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,9359757.83,4.5030268,-0.504,421.699906803355,4.00140547927994,,6.38472779233893E-8,8.2214615301881E-5,2.09439741284899E-5,8.48403973442554E-5,14.2919713332542,1.47551746727551E-8,-1.09904198497344E-10,1.47555839788319E-8,-0.426760808590927,200,25,5,13.4965986394558,0.621359593016433,0.000178994112907994,4369,0,4.4980874,4.5063272,-0.504,-0.504,,4.5144,,,,,,,,,,,,,,,,,,,,,,,4.5030268
,9359784.81,4.5010550125,-0.504,562.339235787512,4.00078751386995,,3.51767623563364E-8,7.84904594963305E-5,2.16211375179209E-5,8.14139166206487E-5,15.4008569193402,1.47574953645318E-8,-1.51437203037246E-10,1.47582723467431E-8,-0.587932290646904,200,25,5,13.4965986394558,0.621359593016433,0.0002121967759579,4369,0,4.4986711,4.5021348,-0.504,-0.504,,4.513675,,,,,,,,,,,,,,,,,,,,,,,4.5010550125
,9359810.74,4.502769075,-0.504,749.890027958994,3.99968925536945,,1.90670065721662E-8,7.46590734717297E-5,2.26599333105834E-5,7.80221111563716E-5,16.8836794244126,1.4762936073827E-8,-2.07323641485135E-10,1.47643917792851E-8,-0.804581742470361,66,25,5,13.4965986394558,0.621359593016433,0.000254826914983165,4369,0,4.4975662,4.5074282,-0.504,-0.504,,4.513675,,,,,,,,,,,,,,,,,,,,,,,4.502769075
,9359836.08,4.5015780875,-0.504,1000,4.00191570002573,,2.04572668084164E-8,7.06199722365901E-5,2.3912868603486E-5,7.45587403564756E-5,18.7067889405181,1.47730076535734E-8,-2.82605423622827E-10,1.47757105060298E-8,-1.09592600788721,66,25,5,13.4965986394558,0.621359593016433,0.000308962177753569,4369,0,4.4961295,4.5087833,-0.504,-0.504,,4.5122375,,,,,,,,,,,,,,,,,,,,,,,4.5015780875
,9359860.41,4.5029741,-0.504,1333.5,3.99844988286016,,2.66219686536052E-8,6.57412619809125E-5,2.52094027161972E-5,7.04090016414832E-5,20.9800171380714,1.47468156316604E-8,-4.2929220215822E-10,1.4753062836883E-8,-1.66745739835562,66,25,5,13.4965986394558,0.621359593016433,0.000381754313873519,4369,0,4.5002632,4.5058761,-0.504,-0.504,,4.5139875,,,,,,,,,,,,,,,,,,,,,,,4.5029741
,9359885.55,4.5029024,-0.504,1778.29962721342,4.00064169460917,,3.10336809272848E-8,6.06394739160295E-5,2.6283787169826E-5,6.6090719959776E-5,23.4340078718878,1.47440672696642E-8,-5.79587946510728E-10,1.47554546470153E-8,-2.25113283589457,66,25,5,13.4965986394558,0.621359593016433,0.000468377733550022,4369,0,4.5001101,4.5070949,-0.504,-0.504,,4.5130125,,,,,,,,,,,,,,,,,,,,,,,4.5029024
,9359910.20,4.5038772,-0.504,2371.39981360671,3.99807509315053,,1.75014095729546E-8,5.47930705064336E-5,2.70281719353505E-5,6.10966664695372E-5,26.2560724413536,1.47354492035342E-8,-7.77881771407631E-10,1.4755967039819E-8,-3.02182916171773,40,25,5,13.4965986394558,0.621359593016433,0.000572093112303558,4369,0,4.49508,4.5103478,-0.504,-0.504,,4.5101125,,,,,,,,,,,,,,,,,,,,,,,4.5038772
,9359935.24,4.502785975,-0.504,3162.30009319665,3.99957987663487,,2.21526864045147E-8,4.88977319801166E-5,2.73228989555821E-5,5.60136501233071E-5,29.1954285600118,1.4721139994539E-8,-1.04164651007345E-9,1.47579466793577E-8,-4.04742039705775,28,25,5,13.4965986394558,0.621359593016433,0.000697856275857473,4369,0,4.4990311,4.5078168,-0.504,-0.504,,4.51055,,,,,,,,,,,,,,,,,,,,,,,4.502785975
,9359959.64,4.5065967375,-0.504,4217,3.99876228966163,,1.87957017342518E-8,4.27865534114081E-5,2.6917735050718E-5,5.05495164476173E-5,32.174683296372,1.46974180271469E-8,-1.39073899775568E-9,1.47630705351082E-8,-5.40550184406317,28,25,5,13.4965986394558,0.621359593016433,0.000853691107375622,4369,0,4.5003347,4.5119309,-0.504,-0.504,,4.506575,,,,,,,,,,,,,,,,,,,,,,,4.5065967375
,9359983.49,4.508774025,-0.504,5623.39981360671,4.00107201267919,,2.04921212626318E-8,3.68942636540759E-5,2.5788329746824E-5,4.50136050734374E-5,34.952755143724,1.46594026789712E-8,-1.85437548299368E-9,1.47762239877499E-8,-7.20947226708165,18,25,5,13.4965986394558,0.621359593016433,0.00105179192836995,4369,0,4.5042076,4.5125737,-0.504,-0.504,,4.5082625,,,,,,,,,,,,,,,,,,,,,,,4.508774025
,9360007.53,4.509588725,-0.504,7498.90027958994,4.00018363837368,,1.80085736784581E-8,3.14741021044279E-5,2.41948844431671E-5,3.96990117823877E-5,37.5503306471712,1.45949505067634E-8,-2.47720908833937E-9,1.48036868773365E-8,-9.63304036263673,15,25,5,13.4965986394558,0.621359593016433,0.00129147559042013,4369,0,4.5073743,4.5115328,-0.504,-0.504,,4.5047,,,,,,,,,,,,,,,,,,,,,,,4.509588725
,9360052.52,4.50901275,-0.504,10000,3.9981205495007,,4.29017835541129E-8,2.65878415301176E-5,2.21528215271269E-5,3.46072365097732E-5,39.800848542928,1.4493446492092E-8,-3.26983673757859E-9,1.48577193239592E-8,-12.7135336411233,11,5,5,13.4965986394558,0.621359593016433,0.00157296340295099,4369,0,4.5064945,4.511601,-0.504,-0.504,,4.498875,,,,,,,,,,,,,,,,,,,,,,,4.50901275
,9360352.39,4.9957277125,-0.504,10,3.99801746824349,,1.32684620489328E-6,0.000106327142697934,3.67718883639915E-6,0.000106390709143447,1.98071216096511,1.47947125054685E-8,1.12332636493758E-10,1.47951389564507E-8,0.435024492207031,6400,25,5,13.4965986394558,0.621359593016433,7.938744705282E-5,4369,0,4.994554,5.0001702,-0.504,-0.504,,5.0151,,,,,,,,,,,,,,,,,,,,,,,4.9957277125
,9360468.68,4.9982203375,-0.504,13.3350419384902,3.9980171208301,,5.99851946404282E-7,0.000104550805549398,4.03356673837353E-6,0.000104628584056466,2.20937362395776,1.47874269915503E-8,4.51291636057598E-11,1.47874958553447E-8,0.174858180631806,6400,25,5,13.4965986394558,0.621359593016433,7.81480012651273E-5,4369,0,4.9961314,4.9997015,-0.504,-0.504,,5.01685,,,,,,,,,,,,,,,,,,,,,,,4.9982203375
,9360563.74,4.99897625,-0.504,15.547064305685,3.99801683562655,,5.94443265505814E-7,0.000103447924960515,4.28601634429617E-6,0.00010353667521579,2.37250073593705,1.48040761927004E-8,6.91924008102555E-11,1.48042378901317E-8,0.267791358390917,6400,25,5,13.4965986394558,0.621359593016433,7.82587971081308E-5,4369,0,4.9971719,5.0015326,-0.504,-0.504,,5.0177125,,,,,,,,,,,,,,,,,,,,,,,4.99897625
,9360649.06,4.9999580375,-0.504,17.7830848089469,3.99801650292908,,7.05950751477988E-7,0.000103166532136421,5.21085039056277E-6,0.000103298046035964,2.89150196778955,1.47885085571482E-8,6.71785888190767E-11,1.47886611397936E-8,0.260271218214167,6400,25,5,13.4965986394558,0.621359593016433,7.83808610046573E-5,4369,0,4.9982643,5.0017047,-0.504,-0.504,,5.01925,,,,,,,,,,,,,,,,,,,,,,,4.9999580375
,9360724.66,5.000906875,-0.504,23.7138863000932,3.99801540426222,,4.95916117996222E-7,0.000102857781556552,6.2781001446091E-6,0.00010304920071578,3.49281246724246,1.47807265715245E-8,5.25312430148315E-11,1.47808199202096E-8,0.203630439298199,3200,25,5,13.4965986394558,0.621359593016433,7.95207790028694E-5,4369,0,4.9983606,5.0037565,-0.504,-0.504,,5.020425,,,,,,,,,,,,,,,,,,,,,,,5.000906875
,9360787.79,5.0002534875,-0.504,31.6230195712954,3.99801345046484,,4.60304910071939E-7,0.000101703910527779,7.97055455897477E-6,0.000102015759354229,4.48112179291287,1.47436086774359E-8,4.86623940606126E-11,1.47436889841708E-8,0.189108361272126,3200,25,5,13.4965986394558,0.621359593016433,8.11494738850373E-5,4369,0,4.9988146,5.0029683,-0.504,-0.504,,5.0202125,,,,,,,,,,,,,,,,,,,,,,,5.0002534875
,9360842.94,5.0004031,-0.504,37,3.99801180327569,,3.16743298167883E-7,0.000100629660215336,9.08017098787979E-6,0.00010103849771361,5.15603791553919,1.47426136995933E-8,4.96426978514866E-11,1.47426972801074E-8,0.192930940083965,3200,25,5,13.4965986394558,0.621359593016433,8.21733028620786E-5,4369,0,4.998971,5.0018096,-0.504,-0.504,,5.0202,,,,,,,,,,,,,,,,,,,,,,,5.0004031
,9360893.72,4.999620375,-0.504,42.1700838769804,3.99800997604517,,4.13501481443179E-7,9.94649872476396E-5,9.61674434959465E-6,9.99288019544844E-5,5.52246116381613,1.4742560685878E-8,5.31123636526799E-11,1.47426563583354E-8,0.206416047832637,1600,25,5,13.4965986394558,0.621359593016433,8.31917584612833E-5,4369,0,4.9980783,5.0024405,-0.504,-0.504,,5.0204,,,,,,,,,,,,,,,,,,,,,,,4.999620375
,9360940.20,4.9997100125,-0.504,49,3.99800719632134,,2.9349485365699E-7,9.85759851100679E-5,1.06570540306185E-5,9.91503789253064E-5,6.1702846993409,1.47384693990499E-8,5.7317818266267E-11,1.47385808529526E-8,0.22282181632308,1600,25,5,13.4965986394558,0.621359593016433,8.50077997707085E-5,4369,0,4.9972434,5.0035706,-0.504,-0.504,,5.0208,,,,,,,,,,,,,,,,,,,,,,,4.9997100125
,9360984.09,4.9992595625,-0.504,56.2339235787512,3.99800379801415,,2.55356090691247E-7,9.73193705337153E-5,1.18552870369399E-5,9.80388071725009E-5,6.94545714591722,1.47349341436252E-8,6.21600483867971E-11,1.47350652556609E-8,0.241703645591217,1600,25,5,13.4965986394558,0.621359593016433,8.66472414085495E-5,4369,0,4.9962463,5.0018148,-0.504,-0.504,,5.0196875,,,,,,,,,,,,,,,,,,,,,,,4.9992595625
,9361024.78,4.9996257875,-0.504,65,3.99799905383487,,1.97924446323857E-7,9.61336096262942E-5,1.25870040959094E-5,9.69541312781006E-5,7.45944052208954,1.47325254819875E-8,6.40650364454932E-11,1.47326647761464E-8,0.249151652258159,1600,25,5,13.4965986394558,0.621359593016433,8.84992121697775E-5,4369,0,4.996809,5.0013795,-0.504,-0.504,,5.020525,,,,,,,,,,,,,,,,,,,,,,,4.9996257875
,9361062.68,4.99939,-0.504,74.9888164026095,3.99799281163993,,1.38861457035766E-7,9.46627203400511E-5,1.34672770094918E-5,9.56158887017691E-5,8.09690134669049,1.47489496819725E-8,7.27063329813884E-11,1.47491288872331E-8,0.282442639650506,1600,25,5,13.4965986394558,0.621359593016433,9.09854019150603E-5,4369,0,4.9955506,5.0025897,-0.504,-0.504,,5.0208,,,,,,,,,,,,,,,,,,,,,,,4.99939
,9361100.44,4.998980875,-0.504,85,3.99798566169156,,1.80633643914641E-7,9.30984197652364E-5,1.45156643079697E-5,9.42232469886589E-5,8.86205624475785,1.47557829193889E-8,7.86754086434526E-11,1.47559926600705E-8,0.305488781975584,800,25,5,13.4965986394558,0.621359593016433,9.32314738507503E-5,4369,0,4.9962239,5.0033703,-0.504,-0.504,,5.0211125,,,,,,,,,,,,,,,,,,,,,,,4.998980875
,9361136.07,4.999520875,-0.504,100,3.99797327407436,,9.83792154998562E-8,9.1523341727832E-5,1.53481485634993E-5,9.28013348252964E-5,9.51972570636428,1.47583310722546E-8,8.90849474530053E-11,1.47585999392266E-8,0.345847338087628,800,25,5,13.4965986394558,0.621359593016433,9.71468217012247E-5,4369,0,4.9974484,5.001441,-0.504,-0.504,,5.02105,,,,,,,,,,,,,,,,,,,,,,,4.999520875
,9361169.65,4.999201925,-0.504,115,3.99795887779364,,5.12940302364379E-8,8.97541523988349E-5,1.60173912828231E-5,9.11721706242664E-5,10.118401074638,1.47453496788832E-8,-1.73908475723906E-11,1.47453599343699E-8,-0.0675753188456838,800,25,5,13.4965986394558,0.621359593016433,0.000100088866366255,4369,0,4.9971337,5.0033879,-0.504,-0.504,,5.02045,,,,,,,,,,,,,,,,,,,,,,,4.999201925
,9361201.90,4.9997319375,-0.504,133.349953401678,3.99793853483172,,5.01481513174101E-8,8.78212108603984E-5,1.64906479918086E-5,8.93560660961319E-5,10.6348884171214,1.47496325848198E-8,-2.31151163302292E-11,1.47496506974159E-8,-0.089791899345073,800,25,5,13.4965986394558,0.621359593016433,0.00010509653371127,4369,0,4.9967904,5.0020971,-0.504,-0.504,,5.02205,,,,,,,,,,,,,,,,,,,,,,,4.9997319375
,9361233.63,4.999823875,-0.504,150,3.99791747537121,,5.7436945594017E-8,8.64266719112035E-5,1.69386778339268E-5,8.80709283725815E-5,11.0887891286718,1.4753756738809E-8,-2.93407751389917E-11,1.47537859137592E-8,-0.113943885388835,800,25,5,13.4965986394558,0.621359593016433,0.000109249914179938,4369,0,4.997788,5.0019917,-0.504,-0.504,,5.0222625,,,,,,,,,,,,,,,,,,,,,,,4.999823875
,9361262.95,5.000328375,-0.504,177.830382106244,4.00205862923276,,5.89037032335024E-8,8.47045952565851E-5,1.74315778006572E-5,8.64796413163368E-5,11.628699852658,1.47529881043998E-8,-3.80494016007783E-11,1.47530371708854E-8,-0.147771100712418,400,25,5,13.4965986394558,0.621359593016433,0.000116738638491407,4369,0,4.9967761,5.0022402,-0.504,-0.504,,5.0216625,,,,,,,,,,,,,,,,,,,,,,,5.000328375
,9361292.71,4.999993725,-0.504,200,4.00202120130123,,5.07829252380681E-8,8.31965093098076E-5,1.76650082368784E-5,8.5051229722714E-5,11.9875092984587,1.4750838380671E-8,-4.47095610490009E-11,1.47509061375064E-8,-0.173662082205396,400,25,5,13.4965986394558,0.621359593016433,0.000122346199362057,4369,0,4.9977741,5.0022402,-0.504,-0.504,,5.0206,,,,,,,,,,,,,,,,,,,,,,,4.999993725
